Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
4.2,6.2,58,4,0.8,6,5,10,1,0.3,90,14,0.6,0.9,0.9,2,7.0,7.2
7.8,6.6,85,8,2.3,1,4,3,0,1.7,148,16,3.1,3.0,1.8,2,6.9,10.0
5.0,6.6,82,1,1.3,7,5,5,0,0.4,25,14,0.5,1.0,0.0,1,4.8,6.5
6.4,5.1,89,10,1.0,4,8,1,0,1.5,139,6,2.9,3.2,1.0,5,5.3,10.0
4.7,3.0,83,10,0.9,8,2,9,0,1.0,102,5,2.1,1.2,1.4,10,6.8,9.5
6.1,5.3,94,3,1.5,1,7,9,1,1.2,100,13,3.6,0.8,0.5,6,7.8,10.0
5.0,5.4,71,7,0.0,10,5,9,0,1.1,83,20,4.1,1.5,0.3,2,4.6,10.0
3.4,8.4,72,10,1.5,6,10,1,0,1.0,32,15,2.6,1.4,2.2,10,2.8,6.8
2.0,7.1,59,2,1.3,9,9,7,0,0.9,128,6,2.7,0.8,2.0,7,9.7,5.7
6.6,6.9,83,8,0.0,4,8,3,1,1.2,40,10,3.4,1.8,1.4,8,1.6,10.0
2.0,7.9,99,5,1.7,10,8,2,1,1.4,103,8,3.2,0.0,2.1,8,7.4,4.9
3.5,6.5,100,9,2.0,8,4,5,1,0.9,150,12,0.2,2.3,1.6,7,2.7,8.1
8.0,4.8,74,0,1.9,6,4,4,1,0.8,80,19,3.7,1.8,2.1,6,1.5,10.0
7.5,6.2,65,5,0.9,1,9,5,0,0.5,77,20,1.8,0.6,0.2,8,4.9,10.0
5.0,7.6,77,1,0.3,6,9,2,1,1.4,106,18,3.8,2.1,0.8,8,4.2,10.0
1.6,4.8,83,7,1.4,10,6,10,0,0.7,20,7,3.3,1.1,0.7,8,6.1,5.4
8.2,5.1,79,8,2.8,9,3,3,1,0.8,90,19,3.1,1.3,2.3,7,6.3,10.0
4.0,3.3,69,3,1.7,3,3,8,1,1.0,142,9,3.0,0.2,1.7,6,10.8,10.0
3.5,10.0,50,5,0.0,7,10,7,0,1.0,50,11,1.9,0.8,0.6,7,4.3,4.4
2.6,7.0,94,3,2.2,4,4,5,0,0.9,150,5,1.9,2.5,0.4,10,8.3,7.5
7.6,7.8,93,4,0.0,7,2,7,0,1.2,67,19,3.2,2.6,1.2,2,6.8,10.0
7.1,9.6,92,10,0.6,3,10,10,1,0.7,33,5,1.0,1.2,1.3,6,6.6,6.2
6.8,5.8,77,5,1.2,5,7,8,0,1.8,21,5,1.4,1.1,0.0,2,9.7,7.8
3.7,5.5,57,8,0.0,2,9,3,0,1.0,33,17,3.0,0.2,0.7,7,3.6,8.2
5.2,5.2,68,9,1.3,5,1,3,1,0.7,20,13,2.4,1.4,0.5,2,5.8,9.4
6.2,6.2,80,3,0.9,4,9,10,1,0.2,35,10,2.4,1.4,1.1,7,4.2,9.6
3.4,7.1,54,3,0.9,10,9,5,1,1.5,102,15,2.5,0.9,1.5,10,8.2,8.3
3.2,5.4,78,3,1.4,4,10,9,0,0.4,145,17,2.4,1.1,0.5,7,4.6,10.0
3.3,4.9,93,0,0.6,3,4,8,1,1.5,34,16,2.0,0.0,1.4,1,2.4,6.7
4.0,4.4,58,10,1.0,9,6,1,0,0.8,92,14,2.0,2.8,1.2,9,5.9,10.0
4.0,8.8,71,8,0.7,10,5,4,0,1.0,120,16,1.7,3.7,0.9,3,5.6,10.0
4.3,7.0,55,4,2.0,6,1,7,1,0.8,142,13,2.3,1.5,0.0,6,8.2,10.0
3.8,6.0,76,6,0.9,6,2,8,1,0.8,123,14,3.3,1.6,0.9,10,8.2,10.0
2.6,6.7,59,1,1.0,2,8,1,0,1.5,50,19,1.2,2.7,2.0,8,6.4,8.0
6.3,5.9,88,1,0.0,9,10,9,0,0.5,141,11,3.5,1.1,0.0,2,6.7,10.0
3.3,5.0,92,10,0.0,6,6,10,0,1.7,35,18,5.0,2.8,0.5,6,7.1,10.0
5.9,5.0,88,10,0.0,1,3,5,0,0.8,112,15,1.8,1.8,2.0,5,1.8,10.0
2.9,3.3,56,2,1.1,2,7,2,0,1.5,89,11,2.5,0.0,0.6,5,6.2,7.7
5.5,7.5,97,7,2.1,8,8,10,1,1.2,118,17,3.4,1.9,0.4,8,6.0,10.0
4.7,7.2,69,4,1.2,8,4,4,0,0.8,53,11,3.0,2.2,0.7,1,6.2,9.6
8.6,8.1,72,7,0.6,5,2,3,0,1.5,101,19,2.0,2.1,2.1,5,2.9,10.0
5.0,4.3,66,9,1.0,4,7,2,0,0.5,28,15,5.0,2.4,0.8,7,6.9,10.0
7.0,5.7,57,3,0.9,2,4,10,1,1.1,57,12,4.8,1.2,1.0,7,5.4,10.0
3.4,5.5,61,1,1.0,2,8,9,1,1.3,27,12,1.8,0.6,1.4,10,5.5,6.0
2.7,7.3,82,8,1.5,10,1,2,0,1.3,131,10,2.2,0.9,1.7,5,6.7,6.8
4.6,8.9,93,6,1.3,5,7,7,0,1.0,44,8,1.0,0.8,0.3,4,6.2,4.4
4.2,7.5,87,5,0.3,9,1,8,0,0.9,75,8,1.5,3.8,1.6,1,8.3,8.9
4.0,7.1,98,6,1.9,6,1,8,1,0.3,79,16,1.8,3.4,1.0,5,4.9,10.0
5.3,4.4,68,10,0.2,2,7,6,0,0.4,136,9,2.7,1.9,1.0,4,10.1,10.0
3.3,6.7,69,2,0.5,6,4,7,0,1.6,20,10,1.0,0.0,0.2,8,5.4,3.3
3.4,6.2,79,10,1.0,10,5,2,0,0.9,109,11,4.3,2.3,2.3,7,6.2,10.0
3.7,6.5,99,1,0.3,5,3,9,1,0.5,93,6,1.0,3.3,1.3,3,2.8,7.8
5.2,6.3,76,10,0.8,10,10,5,0,1.0,125,20,3.0,0.0,0.7,3,2.8,10.0
8.2,7.6,62,10,1.5,2,6,2,0,0.8,61,10,2.2,0.0,1.2,3,7.7,9.8
6.2,6.1,67,8,0.2,10,10,3,1,0.8,95,11,2.6,1.9,0.7,3,4.2,10.0
7.0,7.4,93,7,2.0,7,4,8,1,1.3,94,19,3.1,1.6,1.3,2,3.5,10.0
3.7,5.3,79,3,1.2,8,3,4,1,1.4,96,7,2.5,1.6,2.2,7,5.3,8.5
8.2,5.1,76,4,1.1,6,1,4,1,0.9,29,12,2.3,1.4,1.5,3,7.5,10.0
7.5,8.4,95,10,0.0,8,4,5,1,1.9,56,7,1.8,2.3,1.2,8,5.0,9.9
2.5,6.7,81,1,1.6,7,1,8,1,0.6,85,6,1.2,2.1,0.7,5,7.4,5.4
6.0,6.7,80,7,1.1,7,1,10,0,1.7,133,7,2.9,2.2,0.0,8,5.4,10.0
4.8,4.8,59,0,0.8,7,1,5,0,0.5,55,13,2.0,1.2,1.5,7,3.3,9.3
4.5,8.7,57,9,0.3,9,8,1,0,0.4,147,10,1.0,0.9,0.3,5,2.8,7.0
6.2,6.9,67,2,0.3,8,9,2,1,1.1,122,16,2.3,1.4,1.9,6,4.7,10.0
7.8,5.4,91,8,0.9,9,6,4,0,1.0,147,11,2.8,1.3,0.9,10,2.4,10.0
6.5,6.0,85,0,0.1,8,4,9,0,0.3,108,18,1.4,0.7,0.0,6,5.3,10.0
4.1,10.0,56,2,0.5,6,2,1,1,0.8,128,6,1.0,1.6,0.0,10,8.9,5.5
4.0,6.5,87,8,0.2,2,10,9,1,1.7,59,6,4.1,0.4,0.3,1,5.3,7.6
3.8,7.0,96,4,1.4,5,7,7,1,0.4,128,17,2.4,0.0,0.4,3,5.0,8.7
5.3,5.7,76,0,0.8,9,3,9,1,0.2,71,19,1.5,2.0,0.3,9,6.8,10.0
2.4,7.2,85,7,0.0,9,6,8,1,0.4,40,18,3.3,1.9,0.0,4,4.4,8.4
3.3,5.7,83,10,0.8,7,5,8,1,1.6,120,7,2.8,2.9,2.2,10,8.1,10.0
6.8,8.5,69,3,0.6,1,3,3,0,1.7,50,7,3.7,3.0,0.3,1,5.3,10.0
6.2,5.8,53,2,0.0,3,6,5,0,1.7,109,19,2.1,1.9,1.1,5,4.3,10.0
3.9,5.3,63,10,1.3,8,2,7,1,1.6,141,19,1.3,2.4,0.3,8,3.0,10.0
3.7,6.7,53,6,1.9,10,8,7,0,1.7,26,9,2.3,0.0,0.0,7,8.2,5.0
4.5,5.3,62,7,0.0,4,1,9,0,0.6,44,17,1.6,1.7,1.0,7,7.7,9.4
7.3,4.4,62,0,0.3,10,7,9,0,1.6,62,14,4.4,2.5,1.0,8,9.1,10.0
6.9,8.3,83,6,2.4,3,1,1,1,0.7,107,16,1.4,1.4,1.4,1,8.6,10.0
6.9,8.1,76,10,1.0,1,5,2,0,0.4,67,20,0.9,1.8,0.5,10,6.5,10.0
6.8,5.4,75,3,1.0,9,9,6,0,0.8,25,20,1.7,0.3,1.6,10,4.1,10.0
4.7,6.9,78,9,1.3,9,2,3,0,1.2,91,6,2.6,0.9,1.3,8,4.6,7.8
4.3,3.8,93,6,0.6,1,7,5,1,0.6,89,9,2.0,1.0,0.7,5,4.7,9.0
2.2,3.8,94,6,1.2,8,9,6,1,1.4,100,16,3.5,3.3,1.2,4,6.3,10.0
4.3,5.4,56,10,1.6,9,2,10,1,0.9,144,8,3.3,2.0,0.2,4,7.7,10.0
4.0,6.7,89,9,0.6,5,8,7,0,1.6,26,20,2.9,1.1,1.4,5,6.0,9.2
9.2,8.3,96,2,1.3,10,3,9,1,2.0,95,14,1.6,1.0,1.9,4,4.2,10.0
6.7,5.8,95,6,0.0,4,8,10,1,0.9,53,11,2.4,1.4,1.7,8,2.6,10.0
5.3,8.5,99,5,0.5,5,3,9,0,0.7,85,15,2.6,0.7,1.1,5,2.0,9.0
2.9,8.1,82,0,1.2,1,2,7,1,1.4,129,5,2.1,2.3,0.8,10,7.0,6.8
5.1,9.9,84,9,1.2,4,4,10,1,0.5,66,7,3.0,1.2,1.2,7,6.9,7.1
3.2,8.8,79,6,0.8,6,6,10,1,1.3,75,12,2.1,1.7,1.4,9,5.7,6.5
6.1,7.4,73,6,0.1,2,7,7,0,1.5,59,5,2.6,2.0,1.1,10,5.3,9.2
3.4,5.4,92,4,2.2,6,1,7,0,0.7,25,16,2.3,0.8,1.1,7,7.4,7.5
5.7,5.8,95,8,1.1,1,3,8,1,1.4,64,19,2.5,1.4,1.2,6,9.7,10.0
3.1,9.2,75,8,1.2,2,10,2,1,1.3,41,19,3.5,1.1,0.2,8,7.5,7.7
2.6,6.9,86,2,1.6,4,7,5,1,0.8,44,9,2.2,2.2,2.9,10,5.1,6.2
4.3,6.4,73,10,1.7,5,7,3,0,0.7,73,9,1.0,1.0,1.2,4,3.3,6.4
6.7,6.6,95,0,1.2,8,2,6,0,0.7,93,15,3.8,0.3,1.7,2,4.1,10.0
8.6,6.0,56,0,2.1,7,10,9,0,1.3,114,17,2.1,0.1,0.9,10,5.4,10.0
3.2,7.3,74,1,0.2,6,8,7,1,1.4,106,11,1.8,0.3,1.4,9,5.3,6.0
7.1,8.7,100,1,0.7,8,7,5,0,1.0,82,14,2.9,1.6,1.1,7,5.8,10.0
6.8,7.5,84,1,2.7,7,8,10,0,1.7,116,9,1.3,1.2,1.3,4,7.7,9.7
8.8,6.8,83,9,0.3,2,2,1,1,1.4,149,5,3.0,1.0,2.0,10,6.3,10.0
5.0,6.6,50,2,0.9,9,3,5,0,1.1,69,16,3.6,1.7,2.2,7,4.8,10.0
5.5,6.8,51,4,1.8,10,1,8,1,1.1,96,13,3.3,4.0,0.0,9,6.5,10.0
4.6,6.6,99,3,1.7,5,4,7,1,0.9,43,5,3.2,0.5,2.5,10,2.5,6.9
4.8,7.5,68,9,0.0,4,2,2,1,0.7,102,11,2.7,1.1,1.2,1,5.9,9.1
4.3,7.1,63,3,1.5,6,5,10,1,0.9,65,5,0.6,3.1,0.8,7,2.4,6.7
6.4,6.3,89,1,2.6,5,9,9,0,0.2,31,12,3.7,0.7,1.3,7,4.4,10.0
2.2,4.9,62,9,0.1,3,4,7,1,1.4,127,8,3.1,1.5,2.4,4,6.1,8.5
6.9,7.4,50,5,0.9,5,3,4,0,0.7,58,20,0.9,1.3,1.2,3,6.9,10.0
3.8,6.5,91,4,1.6,7,2,8,0,1.9,134,11,4.3,1.2,1.0,8,7.5,10.0
4.1,7.5,93,9,0.9,3,5,6,0,0.4,25,9,2.7,1.6,1.4,6,4.5,7.0
5.1,7.9,51,0,0.5,1,5,4,1,1.7,115,5,2.9,1.2,0.7,5,7.9,8.5
1.8,6.7,73,10,1.6,1,9,5,0,0.7,143,8,4.6,1.8,0.7,9,1.7,9.3
6.1,7.2,56,2,1.2,4,9,4,0,1.3,99,14,4.2,1.6,0.5,2,6.0,10.0
4.8,7.7,64,9,0.4,2,9,7,1,1.7,23,8,2.4,1.2,1.2,3,4.8,6.6
8.4,6.6,92,7,1.7,7,10,1,1,1.7,87,14,0.5,2.5,0.2,3,8.4,10.0
6.5,5.6,58,2,0.0,5,1,8,1,0.5,79,9,2.9,3.1,1.2,5,6.8,10.0
3.7,6.8,64,2,1.0,5,4,7,0,1.9,123,10,2.8,2.4,0.6,8,8.5,10.0
8.9,3.9,91,5,0.7,9,3,4,1,0.9,33,13,2.7,1.4,3.0,3,5.0,10.0
4.1,6.8,52,7,0.0,9,8,3,0,1.4,30,7,2.3,2.9,0.7,5,10.3,7.9
4.1,4.4,71,2,0.0,1,3,6,0,0.4,110,13,2.2,1.3,1.5,7,6.7,10.0
4.0,7.2,69,4,1.5,5,7,10,1,0.9,102,7,3.0,1.6,2.0,6,6.3,8.4
6.8,8.8,56,10,0.9,9,10,7,1,1.2,132,19,2.5,0.2,1.9,8,5.5,10.0
3.1,7.3,77,3,0.3,4,4,2,1,0.8,128,7,2.7,1.8,0.8,10,6.3,7.9
7.6,6.5,88,8,0.6,5,6,4,0,1.3,134,12,2.1,1.6,1.2,4,12.0,10.0
5.5,5.2,78,5,1.8,1,3,4,1,1.1,136,11,2.3,1.4,0.5,6,6.8,10.0
4.9,3.3,99,10,1.0,9,1,8,0,1.0,60,9,0.0,1.1,1.1,8,10.6,7.4
6.1,6.1,86,9,1.6,7,4,7,0,0.1,93,18,3.1,2.0,0.5,4,5.9,10.0
2.2,3.0,58,4,0.0,6,3,10,1,2.0,44,14,2.2,0.6,0.8,4,4.1,7.2
7.7,7.3,70,4,0.7,5,8,6,1,1.5,79,10,1.9,1.6,1.6,4,6.4,10.0
1.9,3.9,50,0,1.0,1,5,9,0,1.9,41,7,2.8,2.2,0.9,6,5.5,7.2
5.6,4.1,80,3,1.5,9,9,9,0,1.7,42,19,2.6,3.6,0.9,9,8.2,10.0
3.0,8.9,82,2,1.5,6,4,5,1,1.5,141,7,3.3,0.2,1.1,6,6.5,6.3
1.8,5.7,85,7,1.0,2,10,2,0,1.5,120,18,2.9,2.8,0.0,7,7.7,10.0
4.5,5.2,95,6,0.4,3,6,1,0,1.4,146,8,3.3,1.5,0.7,3,2.5,10.0
3.1,8.1,70,3,0.0,5,8,1,1,0.4,55,17,2.3,2.3,1.6,5,5.7,8.1
5.8,5.7,55,4,1.8,4,6,9,1,1.3,143,12,1.4,1.2,0.6,6,8.5,10.0
7.6,6.0,63,8,1.0,9,1,6,1,0.9,27,19,3.3,4.0,1.5,6,7.3,10.0
6.2,6.1,75,6,0.2,8,3,2,0,1.2,76,8,2.1,1.0,1.4,6,6.5,9.4
1.4,5.2,77,6,0.0,8,8,8,0,0.4,86,11,2.6,2.2,1.4,8,4.9,7.5
4.4,6.2,56,1,1.0,1,9,9,0,0.7,57,17,1.3,2.8,0.9,6,1.9,9.9
7.4,6.5,90,2,2.5,4,1,1,0,0.6,103,7,1.3,0.6,2.0,5,3.3,9.5
6.5,3.4,84,2,1.2,7,6,10,0,0.5,26,10,1.8,1.8,0.8,9,7.5,10.0
3.9,4.4,65,10,1.1,3,6,2,1,0.5,51,16,3.7,1.0,1.5,6,5.9,10.0
4.0,5.3,62,6,0.8,7,1,7,1,0.7,119,8,3.5,1.2,0.8,4,4.9,10.0
3.3,8.8,91,10,1.4,1,3,10,1,1.7,114,5,3.5,0.4,0.8,1,8.0,6.1
6.5,6.9,53,2,0.9,3,7,5,1,0.9,64,15,1.8,0.9,1.7,5,4.7,10.0
5.4,3.0,91,2,2.4,6,4,9,0,0.4,24,6,4.0,0.5,1.3,5,3.9,10.0
3.1,8.0,98,10,0.9,4,4,9,0,1.1,45,19,2.2,0.5,1.8,9,4.5,6.5
4.4,7.3,77,9,0.0,10,5,4,0,0.8,72,9,2.2,1.2,0.5,2,4.9,7.4
4.9,5.2,60,9,2.0,7,9,10,0,0.1,125,19,2.0,1.1,2.3,4,7.6,10.0
5.6,8.0,73,9,0.9,6,7,9,1,0.6,75,13,2.1,0.3,0.5,1,6.8,8.1
6.4,7.1,94,6,1.3,8,5,10,0,0.9,113,16,2.0,0.6,1.8,3,3.8,10.0
8.7,8.6,97,9,1.0,10,3,2,0,0.5,59,5,3.4,2.2,1.9,2,9.7,10.0
6.7,3.9,90,6,0.0,10,1,3,1,1.4,31,14,2.1,1.6,0.3,4,4.7,10.0
8.7,6.0,87,9,1.0,1,8,8,1,0.0,137,5,1.6,1.3,1.0,6,6.0,10.0
1.9,3.6,70,3,0.3,5,5,9,1,0.8,53,11,3.3,1.3,0.7,4,1.7,8.0
7.8,5.3,67,9,1.3,6,4,4,0,0.9,122,20,2.9,1.0,0.0,8,7.3,10.0
3.7,5.9,83,6,1.4,3,1,5,1,1.2,83,11,1.5,0.9,0.9,1,5.9,7.0
8.4,5.2,95,2,0.4,9,6,6,0,0.6,108,14,2.6,2.9,0.1,1,2.3,10.0
8.8,7.3,80,10,1.0,4,3,3,1,1.1,58,10,3.5,1.9,0.6,3,4.7,10.0
6.2,6.2,64,8,2.5,10,3,3,0,1.9,41,13,3.4,1.9,1.6,8,8.5,10.0
3.8,3.9,73,2,1.8,5,1,8,1,0.0,85,6,1.5,1.9,1.3,7,6.5,8.2
6.0,7.4,57,5,1.0,9,8,3,1,0.9,113,18,2.5,0.4,0.6,8,5.0,10.0
2.4,8.3,100,8,0.0,6,3,9,0,0.6,93,18,3.3,0.2,0.9,7,3.3,7.2
5.7,5.5,77,6,1.1,10,1,9,1,1.0,114,10,3.0,1.4,2.2,5,7.9,10.0
6.3,6.5,94,8,1.7,7,9,10,0,0.5,85,5,1.9,0.2,0.8,4,8.7,7.8
6.3,5.0,74,10,0.1,8,8,9,0,0.4,24,9,1.8,0.7,0.6,2,7.9,8.6
0.0,6.6,66,10,0.5,2,3,6,0,0.9,136,15,2.1,0.8,1.3,4,2.6,5.3
6.3,8.8,63,0,0.4,9,3,8,0,2.1,32,20,1.8,3.0,2.2,3,8.4,10.0
5.2,7.4,87,9,0.2,6,3,9,1,1.5,57,13,2.2,0.7,1.8,9,6.9,8.1
3.5,5.0,97,4,1.1,9,2,5,0,1.6,34,5,1.1,1.6,1.5,8,6.9,5.4
4.5,8.2,57,1,1.7,8,4,7,1,2.0,32,18,4.2,2.4,1.8,1,3.5,10.0
4.9,6.5,85,10,0.0,9,8,2,1,0.9,110,19,3.9,2.1,1.1,2,5.4,10.0
4.0,4.8,82,8,0.0,10,10,1,1,0.7,23,18,2.4,1.0,0.3,7,6.4,9.1
4.2,5.1,75,5,0.9,7,8,8,1,0.7,128,11,3.0,1.7,1.3,10,8.1,10.0
6.2,6.7,57,1,0.6,5,9,1,0,1.6,71,19,2.2,0.8,1.6,6,6.9,10.0
3.8,8.8,55,10,0.8,9,1,7,1,0.5,83,15,3.4,1.8,0.0,5,7.5,9.3
4.1,3.6,77,9,2.3,9,2,3,0,0.8,140,14,2.0,2.0,0.5,4,6.3,10.0
4.3,6.4,75,10,2.0,6,2,8,0,1.6,73,7,0.4,1.5,1.4,9,4.8,5.9
4.7,8.3,97,6,0.2,3,8,6,0,1.3,119,9,3.0,0.6,1.1,9,5.5,8.3
4.5,5.3,82,9,0.0,3,3,2,1,0.7,37,18,0.8,1.7,1.9,1,6.8,8.7
3.5,5.5,58,6,1.5,5,5,9,0,1.5,70,8,1.7,1.2,0.4,10,8.1,6.6
4.1,5.7,79,1,0.6,5,9,3,1,1.0,108,19,1.2,0.4,1.3,9,4.6,8.8
4.9,7.2,56,7,0.5,10,10,8,1,1.1,42,17,2.8,1.1,2.4,1,6.7,9.4
7.3,5.4,87,2,2.0,7,6,7,0,1.5,134,7,1.9,0.3,1.8,5,4.7,10.0
6.7,6.1,61,1,2.0,8,8,7,1,0.6,137,17,2.9,0.8,2.3,1,6.1,10.0
6.5,7.4,51,6,0.8,6,1,7,1,1.3,108,6,2.0,1.6,0.9,6,2.9,9.8
7.3,10.0,94,4,0.5,1,10,4,0,1.7,122,19,2.1,2.2,0.0,2,7.1,10.0
6.8,7.7,53,0,1.2,6,5,2,1,1.7,55,18,3.2,1.5,0.9,8,7.0,10.0
3.7,7.5,53,6,1.3,7,4,3,1,0.2,115,18,3.1,1.8,0.4,2,4.5,10.0
5.0,6.9,50,0,0.4,9,9,2,1,0.7,108,19,1.8,2.3,0.0,3,6.7,10.0
6.8,9.4,67,6,0.8,8,1,2,1,1.3,57,20,1.1,1.1,1.0,6,7.1,9.4
6.6,8.6,61,8,2.0,10,9,8,0,1.3,133,5,1.6,2.1,0.9,7,7.8,9.7
3.8,5.2,75,5,0.9,1,2,7,0,0.0,123,18,4.5,0.4,1.6,4,3.9,10.0
3.9,8.4,61,8,1.1,5,7,1,1,0.4,76,5,1.1,0.6,1.7,2,6.3,3.9
2.5,6.1,67,9,1.9,3,1,7,0,0.6,43,19,2.7,1.3,1.3,8,7.9,8.1
5.5,7.5,90,7,0.9,6,2,2,1,0.7,55,7,2.5,1.0,0.3,9,4.4,7.8
3.4,9.0,56,3,2.1,7,8,7,1,1.0,74,12,1.6,1.3,1.0,5,5.7,5.7
5.9,7.7,81,6,1.6,1,10,3,0,0.5,136,6,1.3,1.6,0.7,9,3.1,8.9
6.7,5.1,75,3,0.8,6,7,1,0,0.5,59,8,3.1,1.5,0.5,4,8.7,10.0
5.4,6.2,50,1,1.8,5,7,10,1,0.8,79,13,2.2,0.6,2.3,8,5.1,9.3
5.1,7.1,85,8,0.9,1,1,2,0,0.0,39,7,2.4,1.3,0.5,5,2.2,7.4
4.0,7.1,96,8,1.6,7,2,3,0,0.3,32,15,3.4,0.4,1.6,2,5.8,7.9
2.1,5.2,66,9,1.2,4,9,1,0,0.7,97,13,3.7,2.6,1.0,2,10.6,10.0
8.6,6.0,53,6,1.7,2,4,9,1,0.7,128,15,1.2,1.7,2.0,1,6.4,10.0
6.2,6.5,58,6,0.9,5,3,3,0,0.7,109,18,3.2,2.3,2.0,5,6.1,10.0
3.8,3.7,78,9,2.0,1,5,9,0,0.3,64,8,1.7,0.9,1.2,6,9.6,7.4
7.4,4.0,96,5,1.5,1,4,2,1,1.2,146,14,3.2,1.0,1.3,9,8.6,10.0
5.4,4.3,93,2,1.2,8,10,4,1,1.0,38,20,3.5,3.4,0.9,8,3.3,10.0
5.2,8.6,76,1,1.8,10,3,6,0,1.1,33,8,2.0,1.0,1.6,5,8.8,6.2
7.2,3.9,60,2,1.7,4,5,10,1,1.7,26,17,4.4,0.3,2.0,1,4.8,10.0
2.8,6.1,96,7,1.5,8,1,4,1,1.7,33,13,1.8,1.9,2.2,7,8.1,6.7
7.8,7.9,79,4,2.2,2,5,9,1,1.3,30,15,1.7,0.2,0.5,8,5.2,9.3
4.7,7.6,58,9,0.4,10,6,9,0,0.2,98,16,3.5,1.1,0.2,1,9.6,10.0
5.6,6.1,91,9,1.5,9,7,9,0,0.2,111,12,2.7,0.4,3.0,7,2.9,10.0
3.8,7.1,99,7,1.1,3,7,10,1,0.8,26,20,4.1,1.8,0.1,6,6.2,10.0
5.0,8.5,99,4,0.0,5,2,6,0,0.0,134,15,4.1,1.3,1.2,1,6.0,10.0
5.2,8.7,51,1,1.5,3,10,8,1,0.9,81,18,2.6,0.1,0.3,3,5.7,8.8
10.2,10.0,64,6,2.0,2,1,1,0,0.2,73,17,1.6,1.0,1.6,10,5.3,10.0
1.1,9.0,98,0,1.1,4,4,1,1,1.6,132,19,1.7,2.6,1.7,6,5.0,7.3
2.4,6.0,84,3,0.0,9,7,5,1,0.3,65,20,2.1,1.5,1.4,8,4.0,8.3
5.5,7.4,93,7,1.3,9,5,5,1,1.5,81,6,3.0,1.5,0.6,5,5.7,9.1
5.0,7.9,100,0,0.3,4,9,8,1,0.9,26,15,1.6,0.0,0.8,4,8.4,6.2
2.2,7.2,79,0,1.5,8,1,3,0,0.1,56,9,2.5,0.7,0.7,6,7.0,4.7
5.2,7.6,76,9,0.8,9,1,6,1,1.3,147,14,3.2,0.9,1.4,1,7.9,10.0
4.6,6.8,90,4,1.1,1,9,10,0,0.5,131,14,2.9,0.0,0.0,4,3.0,9.5
7.6,6.6,76,4,0.0,7,3,9,1,1.3,79,12,1.5,2.9,2.1,7,6.8,10.0
5.0,6.8,86,6,1.4,3,2,1,1,0.7,76,13,0.3,0.0,2.5,5,8.2,6.0
4.9,4.7,66,8,1.5,7,4,1,0,0.9,92,20,1.3,1.1,0.4,7,3.3,10.0
7.1,7.9,84,10,0.5,5,6,6,0,1.1,110,6,0.0,3.2,0.5,6,10.2,9.8
3.6,4.8,70,6,1.8,6,7,6,0,1.1,145,10,1.3,0.9,0.3,8,5.3,8.3
6.4,6.4,77,8,1.0,2,7,2,0,0.8,148,10,2.3,1.9,0.5,9,6.4,10.0
4.4,8.7,88,1,0.3,10,4,1,1,1.1,150,20,3.2,0.1,0.8,4,5.4,10.0
4.8,7.1,50,5,0.7,8,9,7,1,1.4,108,17,2.0,0.7,1.2,2,6.0,9.5
10.2,4.7,83,0,1.3,2,8,4,1,1.1,53,16,2.7,2.2,1.3,10,7.8,10.0
5.0,7.7,70,6,2.6,3,3,7,0,1.0,110,20,2.7,0.9,0.0,6,3.7,10.0
6.8,6.2,87,7,0.0,1,4,10,0,0.6,72,5,1.0,1.1,0.4,2,4.3,8.2
4.1,5.0,58,5,2.3,10,7,10,0,0.9,80,20,2.6,1.3,1.4,3,6.4,10.0
7.0,4.3,53,0,1.6,9,6,5,0,1.4,133,13,1.7,2.2,0.7,2,9.5,10.0
5.8,6.9,88,2,1.5,2,9,4,0,0.6,122,5,3.0,2.4,2.0,7,6.6,10.0
4.2,3.6,60,6,0.0,5,5,9,1,0.9,137,15,1.7,2.3,1.4,4,4.5,10.0
4.0,10.0,56,2,1.9,5,5,9,1,0.2,83,6,2.3,0.7,1.3,5,5.5,4.9
4.6,3.3,67,7,1.6,7,1,9,0,1.1,71,17,1.4,3.4,0.8,5,5.9,10.0
5.4,8.7,91,8,1.7,1,7,6,1,1.2,58,9,1.8,0.2,0.7,10,5.7,6.0
3.9,6.5,77,4,1.2,8,4,1,0,0.9,20,7,4.0,1.3,0.0,9,6.6,7.8
4.3,3.8,50,10,0.0,8,9,6,0,0.4,73,7,3.4,1.1,0.4,3,5.2,9.8
3.6,7.2,92,3,1.8,1,5,9,0,1.5,36,9,3.3,0.1,1.1,1,4.5,5.9
2.8,8.9,91,5,2.0,3,3,10,1,0.7,51,15,4.1,0.3,0.7,1,4.0,6.8
4.3,7.4,91,6,0.7,2,4,1,0,0.8,24,20,2.9,1.6,2.0,3,6.3,9.6
8.6,6.6,78,10,0.9,2,8,6,1,1.1,108,16,2.1,2.2,0.7,6,4.6,10.0
6.0,4.4,77,8,0.6,7,4,3,1,0.9,110,12,1.3,0.1,0.8,5,6.6,9.8
3.0,6.1,90,2,0.5,4,2,6,1,0.3,129,7,3.6,2.0,1.1,5,7.5,9.5
